,AcresBurned,Active,ArchiveYear,CanonicalUrl,Counties,CountyIds,Extinguished,Latitude,Location,Longitude,Name,Started,country,country_code,postcode
738,338.0,False,2017,/incidents/2017/8/10/rose-fire/,Kern,15,2018-01-09,34.92907,"I-5 Freeway and Grapevine Rd, north of the Grapevine",-118.9267,Rose Fire,2017-08-10,United States,us,93243
739,325.0,False,2017,/incidents/2017/8/3/bryant-fire/,San Bernardino,36,2018-01-09,34.084920000000004,"Bryant Street at Hwy 38, City of Yucaipa",-117.03826000000001,Bryant Fire,2017-08-03,United States,us,92399
740,319.0,False,2017,/incidents/2017/7/19/marble-fire/,Del Norte,8,2018-01-09,41.478,"Orleans Rd, Six River National Forest",-123.506,Marble Fire,2017-07-19,United States,us,
741,300.0,False,2017,/incidents/2017/12/7/liberty-fire/,Riverside,33,2018-01-09,33.59257,"Los Alamos Rd & Liberty Rd, city of Murrieta",-117.14979,Liberty Fire,2017-12-07,United States,us,92563
742,288.0,False,2017,/incidents/2017/5/15/bravo-fire/,Kern,15,2018-01-09,35.41283,"Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake Ming",-118.84466,Bravo Fire,2017-05-15,United States,us,
743,260.0,False,2017,/incidents/2017/12/5/little-mountain-fire/,San Bernardino,36,2018-01-09,34.16564,"University Pkwy. and Varsity Ave., San Bernardino City",-117.33333999999999,Little Mountain Fire,2017-12-05,United States,us,92405
744,255.0,False,2017,/incidents/2017/7/22/lost-fire/,San Diego,37,2018-04-12,33.34659,"off of Hwy 79, 4 miles north of Warner Springs",-116.66107,Lost Fire,2017-07-22,United States,us,
745,245.0,False,2017,/incidents/2017/9/20/huasna-fire/,San Luis Obispo,40,2018-01-09,35.122690000000006,"Huasna Townsite Rd & Huasna Rd, Huasna",-120.39386999999999,Huasna Fire,2017-09-20,United States,us,
746,237.0,False,2017,/incidents/2017/9/19/murphy-fire/,Fresno,10,2018-01-09,36.24653,"Hwy 33 & Shell Rd, north of Coalinga",-120.31598000000001,Murphy Fire,2017-09-19,United States,us,93210
747,236.0,False,2017,/incidents/2017/7/30/largo-fire/,El Dorado,9,2018-01-09,38.538332000000004,"South Shingle Rd at Michigan Bar Rd, northeast of Rancho Murieta",-121.039267,Largo Fire,2017-07-30,United States,us,
748,231.0,False,2017,/incidents/2017/7/8/deer-complex/,Contra Costa,7,2018-01-09,37.87808,"Deer Valley Road & Marsh Creek Road, west of Brentwood",-121.78676999999999,Deer Complex,2017-07-08,United States,us,
749,225.0,False,2017,/incidents/2017/7/2/spring-fire/,Mariposa,22,2018-01-09,37.4591,"off Hwy 49 and Allred Road, south of Mariposa",-119.921,Spring Fire,2017-07-02,United States,us,95338
750,225.0,False,2017,/incidents/2017/5/18/camp-fire/,San Luis Obispo,40,2018-01-09,35.34541,"off of Hwy 1 & Range Rd, northeast of San Luis Obispo ",-120.76463999999999,Camp Fire,2017-05-18,United States,us,93403
751,225.0,False,2017,/incidents/2017/5/15/arrow-fire/,San Luis Obispo,40,2018-01-09,35.21177,off of Soda Lake,-119.87525,Arrow Fire,2017-05-15,United States,us,
752,206.0,False,2017,/incidents/2017/6/10/bodfish-fire/,Kern,15,2018-01-09,35.598040000000005,5 miles south of Lake Isabella,-118.47939,Bodfish Fire,2017-06-10,United States,us,93205
753,205.0,False,2017,/incidents/2017/7/4/eagle-fire/,Riverside,33,2018-01-09,33.853229999999996,"Off Tin Mine Rd & La Sierra Ave, near Lake Mathews",-117.48195,Eagle Fire,2017-07-04,United States,us,
754,200.0,False,2017,/incidents/2017/9/12/skeleton-fire/,Lake,17,2018-01-09,39.44543,"Skeleton Glade, 5 miles east of Lake Pillsbury ",-122.85193999999998,Skeleton Fire,2017-09-12,United States,us,
755,200.0,False,2017,/incidents/2017/8/22/range-fire/,Alameda,1,2018-01-09,37.725429999999996,"Range Road and Cromwell Avenue, Camp Parks Dublin, National Guard Reserve Forces Training Center",-121.90516000000001,Range Fire,2017-08-22,United States,us,94588
756,200.0,False,2017,/incidents/2017/8/21/eclipse-fire/,San Diego,37,2018-01-09,32.65003,"Royal Willie Road and La Posta Road, Community of Campo",-116.42907,Eclipse Fire,2017-08-21,United States,us,
757,200.0,False,2017,/incidents/2017/7/31/rose-fire/,Riverside,33,2018-01-09,33.689091999999995,"Off Amorose St, in the community of Lake Elsinore",-117.396404,Rose Fire,2017-07-31,United States,us,92530
758,194.0,False,2017,/incidents/2017/10/26/tehama-fire/,Tehama,52,2018-01-09,40.02261,"North Rim of the Mill Creek drainage, east of Los Molinos",-121.91425,Tehama Fire,2017-10-26,United States,us,
759,190.0,False,2017,/incidents/2017/5/20/wasioja-fire/,Santa Barbara,42,2018-01-09,34.9465,"Wasioja Road and Hwy 166, east of New Cuyama ",-119.8036,Wasioja Fire,2017-05-20,United States,us,
760,186.0,False,2017,/incidents/2017/8/20/toll-fire/,Plumas,32,2018-01-09,39.9864,"Tollgate Creek and Oakland Camp Road, north of Quincy",-120.89746000000001,Toll Fire,2017-08-20,United States,us,
761,186.0,False,2017,/incidents/2017/6/11/wild-fire/,Fresno,10,2018-01-09,36.704679,"Jensen Ave at Ohio Ave, Mendota",-120.405077,Wild Fire,2017-06-11,United States,us,93640
762,184.0,False,2017,/incidents/2017/10/15/rolling-fire/,Kern,15,2018-04-03,35.3091,"Bena Road, east of Bakersfield",-118.70100000000001,Rolling Fire,2017-10-15,United States,us,92303
763,183.0,False,2017,/incidents/2017/10/12/quarry-fire/,Kern,15,2018-01-09,35.19008,"off Hwy 223, east of Arvin ",-118.76151999999999,Quarry Fire,2017-10-12,United States,us,
764,180.0,False,2017,/incidents/2017/7/18/laverne-fire/,Shasta,45,2018-01-09,40.471059999999994,"off of Laverne Ln & Saddle Trail, 6 miles southeast of Redding",-122.43608,Laverne Fire,2017-07-18,United States,us,96007
765,170.0,False,2017,/incidents/2017/7/23/high-fire/,San Bernardino,36,2018-01-09,34.412040000000005,"off High Rd & Santa Rosa Rd, Lucerne Valley",-117.03031000000001,High Fire,2017-07-23,United States,us,
766,168.0,False,2017,/incidents/2017/8/19/hills-fire/,Riverside,33,2018-01-09,33.87679,"Lambs Canyon Road and Gilman Springs Road, Community of Gilman Springs",-117.00258000000001,Hills Fire,2017-08-19,United States,us,
767,168.0,False,2017,/incidents/2017/6/19/evans-fire/,Sierra,46,2018-01-09,39.711009999999995,"Off Highway 395 & Scott Rd, east of Loyalton",-120.02325,Evans Fire,2017-06-19,United States,us,
768,166.0,False,2017,/incidents/2017/7/10/honcut-fire/,Butte,4,2018-01-09,39.37192,"off of Palermo Honcut Hwy, Honcut",-121.53865,Honcut Fire,2017-07-10,United States,us,
769,157.0,False,2017,/incidents/2017/8/26/peg-fire/,Lassen,18,2018-01-09,40.80968,"off Termo Grasshopper Rd., northwest of Ravendale",-120.48641,Peg Fire,2017-08-26,United States,us,
770,157.0,False,2017,/incidents/2017/6/7/26-fire/,Madera,20,2018-01-09,37.127590000000005,"off of Road 29, north of Ave 26, east of Chowchilla",-120.0193,26 Fire,2017-06-07,United States,us,93610
771,155.0,False,2017,/incidents/2017/9/19/corral-fire/,Alameda,1,2018-04-05,37.63358,"Off Corral Hollow Road, South of Tracy",-121.49925,Corral Fire,2017-09-19,United States,us,
772,155.0,False,2017,/incidents/2017/7/29/hill-fire/,Siskiyou,47,2018-01-09,41.9808,"Lakeview Dr. at Lake Ridge Rd., Pleasant Valley, 3 miles west of Dorris",-121.9741,Hill Fire,2017-07-29,United States,us,
773,153.0,False,2017,/incidents/2017/6/18/smiley-fire/,Riverside,33,2018-01-09,33.98639,"Reche Canyon Road near Haugen Drive, north of Moreno Valley",-117.21314,Smiley Fire,2017-06-18,United States,us,92555
774,150.0,False,2017,/incidents/2017/10/9/honey-fire/,Butte,4,2018-01-09,39.746790000000004,"Honey Run Rd & Merlin Ln, southwest of Paradise ",-121.67261,Honey Fire,2017-10-09,United States,us,95928
775,150.0,False,2017,/incidents/2017/7/24/olive-fire/,San Luis Obispo,40,2018-01-09,35.7751,Highway 41 Northeast of Highway 46,-120.23656000000001,Olive Fire,2017-07-24,United States,us,
776,150.0,False,2017,/incidents/2017/6/14/lucy-fire/,San Luis Obispo,40,2018-01-09,35.6871,"off of Lucy Brown Rd, south of Hwy 41",-120.3187,Lucy Fire,2017-06-14,United States,us,
777,150.0,False,2017,/incidents/2017/5/17/41-fire/,Madera,20,2018-01-09,36.90967,"off of Hwy 41 and Ave 11, north of Fresno",-119.79315,41 Fire,2017-05-17,United States,us,93636
778,150.0,False,2017,/incidents/2017/4/30/tower-fire/,San Bernardino,36,2018-01-09,34.30104,"Cleghorn Road, east of I-15, north of the community of Devore",-117.45646,Tower Fire,2017-04-30,United States,us,
779,148.0,False,2017,/incidents/2017/10/14/river-fire/,Trinity,53,2018-01-09,40.46836,"off of County Line Creek Rd, near the community of Mad River",-123.51619,River Fire,2017-10-14,United States,us,
780,146.0,False,2017,/incidents/2017/9/19/grape-fire/,Mendocino,23,2018-01-09,39.02482,"Off Hwy 101 & Crawford Ranch Rd, Hopland",-123.1362,Grape Fire,2017-09-19,United States,us,95449
781,143.0,False,2017,/incidents/2017/9/28/soda-fire/,Butte,4,2018-01-09,40.07613,"Humboldt Rd and Soda Springs Rd, 14 miles NE Forest Ranch",-121.56858000000001,Soda Fire,2017-09-28,United States,us,
782,140.0,False,2017,/incidents/2017/7/26/ranch-fire/,El Dorado,9,2018-01-09,38.559707,"Ranch Camp Rd, Mt. Aukum",-120.70013,Ranch Fire,2017-07-26,United States,us,95656
783,136.0,False,2017,/incidents/2017/9/17/french-fire/,El Dorado,9,2018-01-09,38.5758,"off French Creek Rd near Bonnetti Rd, south of the community of Shingle Springs",-120.915,French Fire,2017-09-17,United States,us,
784,135.0,False,2017,/incidents/2017/7/28/gorman-fire/,Los Angeles,19,2018-01-09,34.792882,"Gorman School Rd at I-5, Gorman, Los Angeles County",-118.85194299999999,Gorman Fire,2017-07-28,United States,us,93243
785,135.0,False,2017,/incidents/2017/6/13/king-fire/,Tulare,54,2018-01-09,35.8556,"Off of Hot Springs Road, west of the community of California Hot Springs",-118.74542,King Fire,2017-06-13,United States,us,
786,134.0,False,2017,/incidents/2017/6/16/skyway-fire/,Butte,4,2018-01-09,39.69717,"off Skyway and Hwy 99, east of Chico",-121.75417,Skyway Fire,2017-06-16,United States,us,
787,130.0,False,2017,/incidents/2017/10/9/point-fire/,Calaveras,5,2018-01-09,38.40234,"Hwy 26 and Higdon Rd., West Point",-120.52953000000001,Point Fire,2017-10-09,United States,us,95255
788,130.0,False,2017,/incidents/2017/9/1/border-fire/,San Diego,37,2018-01-09,32.6001,near Hwy 94/Marron Valley Rd in the community of Dulzura.,-116.76997,Border Fire,2017-09-01,United States,us,91917
789,130.0,False,2017,/incidents/2017/5/2/olive-fire/,San Luis Obispo,40,2018-01-09,35.78286,"Off Highway 41, north of Cholame",-120.22646999999999,Olive Fire,2017-05-02,United States,us,
790,128.0,False,2017,/incidents/2017/7/1/oak-fire/,Shasta,45,2018-01-09,40.69554,"off Oak Run Rd and Pierce Hollow Rd, east of Redding",-122.0122,Oak Fire,2017-07-01,United States,us,96069
791,126.0,False,2017,/incidents/2017/4/29/tumey-fire/,Fresno,10,2018-01-09,36.5355,"Panoche Rd, 5 miles west of I-5",-120.6585,Tumey Fire,2017-04-29,United States,us,
792,125.0,False,2017,/incidents/2017/8/13/coronado-fire/,Mariposa,22,2018-01-09,37.62823,Merced Falls Rd and Coronado Rd in Lake McClure,-120.30046000000002,Coronado Fire,2017-08-13,United States,us,
793,124.0,False,2017,/incidents/2017/7/30/twist-fire/,Tuolumne,55,2018-01-09,37.90014,"Twist Road south of Algerine Road, Jamestown",-120.36005,Twist Fire,2017-07-30,United States,us,95327
794,122.0,False,2017,/incidents/2017/8/4/stewart-fire/,Riverside,33,2018-01-09,34.009026,Stewart Rd at Woodson Rd in Moreno Valley,-117.239099,Stewart Fire,2017-08-04,United States,us,92318
795,120.0,False,2017,/incidents/2017/9/3/margarita-fire/,San Luis Obispo,40,2018-01-09,35.31886,"Santa Margarita Lake Rd. and W. Pozo Rd., 7 miles SE of Santa Margarita",-120.50886000000001,Margarita Fire,2017-09-03,United States,us,93453
796,120.0,False,2017,/incidents/2017/5/25/lamb-fire/,Riverside,33,2018-01-09,33.882870000000004,"Lamb Canyon & Dump Road, north of Hemet ",-116.99651000000001,Lamb Fire,2017-05-25,United States,us,
797,117.0,False,2017,/incidents/2017/7/17/maria-fire/,Calaveras,5,2018-01-09,38.291129999999995,"Jesus Maria Road and Music Gulch Road, Mokelumne Hill ",-120.62177,Maria Fire,2017-07-17,United States,us,95245
798,116.0,False,2017,/incidents/2017/10/17/fallon-fire/,Alameda,1,2018-01-09,37.7393,off Fallon Road 3 miles East of Dublin ,-121.85663000000001,Fallon Fire,2017-10-17,United States,us,9468
799,114.0,False,2017,/incidents/2017/8/11/canyon-fire/,Napa,28,2018-01-09,38.493359999999996,Hwy 128 and Sage Canyon Rd near Lake Berryessa,-122.2483,Canyon Fire,2017-08-11,United States,us,
800,111.0,False,2017,/incidents/2017/8/26/flat-fire/,Fresno,10,2018-01-09,36.93332,"Oak Flat Lane and Sales Creek Rd., 5 miles south of Tollhouse ",-119.43376,Flat Fire,2017-08-26,United States,us,93619
801,111.0,False,2017,/incidents/2017/6/22/lone-fire/,Butte,4,2018-01-09,39.384159999999994,"Lone Tree Rd & Cox Ln, south of Oroville",-121.5786,Lone Fire,2017-06-22,United States,us,95965-9660
802,105.0,False,2017,/incidents/2017/9/26/poly-fire/,San Luis Obispo,40,2018-01-09,35.3024,near Cal Poly,-120.65279,Poly Fire,2017-09-26,United States,us,93410
803,105.0,False,2017,/incidents/2017/6/15/canyon-fire/,Riverside,33,2018-01-09,33.950382,Banning,-116.884446,Canyon Fire,2017-06-15,United States,us,92220
804,103.0,False,2017,/incidents/2017/7/19/humboldt-fire/,Butte,4,2018-04-12,39.76243,"Humboldt Rd & Hwy 32, 2 miles east of Chico ",-121.74121000000001,Humboldt Fire,2017-07-19,United States,us,
805,102.0,False,2017,/incidents/2017/8/30/coalinga-fire/,Fresno,10,2018-01-09,36.361129999999996,"Mendota Road and Interstate 5, 12 miles north of Coalinga",-120.32685,Coalinga Fire,2017-08-30,United States,us,
806,101.0,False,2017,/incidents/2017/7/11/lariat-fire/,Santa Clara,43,2018-01-09,37.39801,"Lariat Lane and Claitor Way, 6 miles northeast of San Jose",-121.8179,Lariat Fire,2017-07-11,United States,us,95132
807,100.0,False,2017,/incidents/2017/10/21/church-fire/,San Diego,37,2018-01-09,32.64962,"off Highway 94 and Church Rd, Campo Indian Reservation ",-116.37345,Church Fire,2017-10-21,United States,us,91906
808,100.0,False,2017,/incidents/2017/10/14/oakmont-fire-central-lnu-complex/,Sonoma,49,2018-04-05,38.46123,east side of Highway 12 near the Oakmont community,-122.58152,Oakmont Fire (Central LNU Complex),2017-10-14,United States,us,95409
809,100.0,False,2017,/incidents/2017/10/14/long-fire/,Lake,17,2018-01-09,39.0199,"off Hwy 20 & Long Valley Rd, 5 miles east of Clearlake Oaks",-122.57486999999999,Long Fire,2017-10-14,United States,us,
810,100.0,False,2017,/incidents/2017/10/2/timm-fire/,Solano,48,2018-01-09,38.43658,"Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville ",-121.97233,Timm Fire,2017-10-02,United States,us,
811,100.0,False,2017,/incidents/2017/9/3/bally-fire/,Santa Clara,43,2018-01-09,36.99092,"Ballybunion Ct, Gilroy",-121.59898999999999,Bally Fire,2017-09-03,United States,us,95020
812,100.0,False,2017,/incidents/2017/9/3/parkfield-fire/,Fresno,10,2018-01-09,36.09486,"Hwy 198 and Mineral Springs Rd., 9 miles west of Coalinga",-120.52188999999998,Parkfield Fire,2017-09-03,United States,us,93210
813,100.0,False,2017,/incidents/2017/8/11/tilton-fire/,Santa Clara,43,2018-01-09,37.14653,Hale Ave and Tilton Ave in Morgan Hill,-121.68165,Tilton Fire,2017-08-11,United States,us,95037-2504
814,100.0,False,2017,/incidents/2017/7/31/mile-fire/,San Bernardino,36,2018-01-09,34.19076,"Hwy 18 x Old Waterman Canyon Rd., 1 mile south of Crestline",-117.26969,Mile Fire,2017-07-31,United States,us,92325
815,99.0,False,2017,/incidents/2017/11/29/oak-fire/,San Bernardino,36,2018-01-09,34.035344,"Off Oak Glen Rd and Pine Bench Rd, east of Oak Glen",-116.940661,Oak Fire,2017-11-29,United States,us,92399
816,92.0,False,2017,/incidents/2017/8/7/reed-fire/,Riverside,33,2018-01-09,33.57139,Reed Valley Rd. and Forest Route 7S04 in Aguanga,-116.8247,Reed Fire,2017-08-07,United States,us,
817,91.0,False,2017,/incidents/2017/7/5/auberry-fire/,Fresno,10,2018-01-09,36.95104,"off Auberry Rd, north of Clovis",-119.65621000000002,Auberry Fire,2017-07-05,United States,us,93619
818,91.0,False,2017,/incidents/2017/6/6/wilbur-fire/,Butte,4,2018-01-09,39.52499,"Wilbur rd, north of Oroville Dam blvd    ",-121.64896999999999,Wilbur Fire,2017-06-06,United States,us,
819,90.0,False,2017,/incidents/2017/7/7/daulton-fire/,Madera,20,2018-01-09,37.09773,"Road 29 and Ave 24, near Daulton",-120.02027,Daulton Fire,2017-07-07,United States,us,
820,87.0,False,2017,/incidents/2017/10/6/ridge-fire/,Lake,17,2018-01-09,39.15016,"Bartlett Springs, community of Clearlake",-122.57600000000001,Ridge Fire,2017-10-06,United States,us,
821,86.0,False,2017,/incidents/2017/10/24/vista-fire/,Ventura,56,2018-01-09,34.34949,off Hwy 33 & Casitas Vista Rd,-119.30918,Vista Fire,2017-10-24,United States,us,93022
822,85.0,False,2017,/incidents/2017/8/31/marlborough-fire/,Riverside,33,2018-01-09,117.337331,Marlborough ave and Northgate street,34.015741999999996,Marlborough Fire,2017-08-31,,,
823,85.0,False,2017,/incidents/2017/8/3/saw-fire/,Humboldt,12,2018-01-09,40.117940000000004,"Off Alderpoint Rd & Lower Sawmill Rd, east of Garberville",-123.76098999999999,Saw Fire,2017-08-03,United States,us,95542-3104
824,85.0,False,2017,/incidents/2017/7/22/dollar-fire/,San Bernardino,36,2018-01-09,34.20152,"off Hwy 330 & Old City Creek Rd, southwest of Running Springs",-117.14466000000002,Dollar Fire,2017-07-22,United States,us,92382
825,85.0,False,2017,/incidents/2017/6/29/ranch-fire/,Santa Clara,43,2018-01-09,37.3344,"Off Grant Road, Mt. Hamilton, east of San Jose",-121.71752,Ranch Fire,2017-06-29,United States,us,95137
826,82.0,False,2017,/incidents/2017/8/7/country-fire/,Monterey,27,2018-01-09,35.86596,Portuguese Canyon Rd. at Cross Country Rd. southeast of Bradley,-120.64583999999999,Country Fire,2017-08-07,United States,us,
827,81.0,False,2017,/incidents/2017/10/13/loma-fire/,San Diego,37,2018-01-09,33.38613,"Loma Range 217, Camp Pendleton",-117.46708999999998,Loma Fire,2017-10-13,United States,us,
828,80.0,False,2017,/incidents/2017/12/28/holiday-fire/,El Dorado,9,2018-01-09,38.869036,"off Hwy 395, south of Gardnerville in Nevada",-119.61865,Holiday Fire,2017-12-28,United States,us,
829,79.0,False,2017,/incidents/2017/9/3/mills-file/,Plumas,32,2018-01-09,40.13278,"Hwy 89, ¼ mile north of Crescent Mills",-120.9204,Mills File,2017-09-03,United States,us,95947
830,79.0,False,2017,/incidents/2017/5/31/fountain-fire/,Tulare,54,2018-01-09,35.89423,"off Avenue 56 & Road 256, 2 miles east of Ducor",-119.00334,Fountain Fire ,2017-05-31,United States,us,93218
831,78.0,False,2017,/incidents/2017/7/23/castro-fire/,Santa Clara,43,2018-01-09,36.96607,"off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy",-121.55552,Castro Fire,2017-07-23,United States,us,95020
832,78.0,False,2017,/incidents/2017/6/4/spring-fire/,Tehama,52,2018-01-09,40.38944,"off of Spring Branch Rd, 7 miles east of Cottonwood",-122.13088,Spring Fire ,2017-06-04,United States,us,
833,76.0,False,2017,/incidents/2017/10/9/mccourtney-fire-wind-complex/,Nevada,29,2018-02-09,39.19325,"McCourtney Rd and Hwy 20, Grass Valley",-121.08406000000001,McCourtney Fire (Wind Complex),2017-10-09,United States,us,95949
834,76.0,False,2017,/incidents/2017/6/11/tivy-fire/,Fresno,10,2018-01-09,36.8005,near Tivy Mountain,-119.35901000000001,Tivy Fire,2017-06-11,United States,us,
835,74.0,False,2017,/incidents/2017/9/26/linne-fire/,San Luis Obispo,40,2018-01-09,35.5956,"Linne Rd x Geneseo Rd, east of Paso Robles",-120.56068,Linne Fire,2017-09-26,United States,us,
836,74.0,False,2017,/incidents/2017/7/8/axel-fire/,El Dorado,9,2018-01-09,38.7803,"Axel Ct & Barrister Ct, Rescue",-120.97111000000001,Axel Fire,2017-07-08,United States,us,95667
837,74.0,False,2017,/incidents/2017/7/7/bryant-fire/,San Bernardino,36,2018-01-09,34.07612,"Hwy 38, west of Bryant St.",-117.06765,Bryant Fire,2017-07-07,United States,us,92399
838,73.0,False,2017,/incidents/2017/10/13/lynch-fire/,San Luis Obispo,40,2018-01-09,35.786159999999995,"Lynch Canyon Road and Interlake Road, north of Lake Nacimiento",-120.96513999999999,Lynch Fire,2017-10-13,United States,us,93426
839,72.0,False,2017,/incidents/2017/7/18/ellis-fire/,Riverside,33,2018-01-09,33.75526,"off of Mc Pherson Road, Perris",-117.25075,Ellis Fire,2017-07-18,United States,us,92570
840,70.0,False,2017,/incidents/2017/8/2/camatta-fire/,San Luis Obispo,40,2018-01-09,35.4403,"Hwy 58 near Camatta Creek Rd, east of Santa Margarita",-120.2913,Camatta Fire,2017-08-02,United States,us,
841,70.0,False,2017,/incidents/2017/7/17/sand-fire/,Colusa,6,2018-01-09,39.012240000000006,"Sand Creek Rd, west of Arbuckle",-122.20127,Sand Fire,2017-07-17,United States,us,
842,70.0,False,2017,/incidents/2017/7/10/felipe-fire/,Santa Clara,43,2018-01-09,37.25014,"San Felipe Road and Metcalf Road, 8 miles northeast of Morgan Hill",-121.68562,Felipe Fire,2017-07-10,United States,us,95101
843,70.0,False,2017,/incidents/2017/5/19/manning-fire/,Fresno,10,2018-01-09,36.60736,"Interstate 5 and Manning Avenue, north of Coalinga",-120.5828,Manning Fire,2017-05-19,United States,us,
844,69.0,False,2017,/incidents/2017/8/27/hill-fire/,Fresno,10,2018-01-09,36.7279,Hwy 180 from Hills Valley to Ruth Hill,-119.28241000000001,Hill Fire,2017-08-27,United States,us,93646
845,68.0,False,2017,/incidents/2017/6/1/clay-fire/,Sacramento,34,2018-01-09,38.337070000000004,"off Clay East Rd, east of Herald",-121.11113,Clay Fire,2017-06-01,United States,us,
846,67.0,False,2017,/incidents/2017/6/4/river-fire/,Lassen,18,2018-01-09,40.03392,"east of Hwy 395, Doyle",-120.1064,River Fire,2017-06-04,United States,us,
847,65.0,False,2017,/incidents/2017/6/21/orange-fire/,Stanislaus,50,2018-01-09,37.82934,"Off Sonora Rd & Orange Blossom Rd, east of Oakdale",-120.68992,Orange Fire,2017-06-21,United States,us,
848,63.0,False,2017,/incidents/2017/7/28/placentia-fire/,Riverside,33,2018-01-09,33.819759999999995,"Placentia Ave. at Eureka St, Nuevo",-117.18552,Placentia Fire,2017-07-28,United States,us,92571
849,63.0,False,2017,/incidents/2017/6/15/westfall-fire/,Mariposa,22,2018-01-09,37.36914,west of  Westfall Road and north of Whiterock Road,-120.0088,Westfall Fire,2017-06-15,United States,us,
850,62.0,False,2017,/incidents/2017/8/26/montezuma-fire/,San Diego,37,2018-01-09,33.20988,"Montezuma Valley Rd., near the Community of Borrego Springs.",-116.46988999999999,Montezuma Fire,2017-08-26,United States,us,92066
851,62.0,False,2017,/incidents/2017/8/8/bottle-fire/,Lake,17,2018-01-09,38.94599,Bottle Rock Rd and Highway 29 in Kelseyville,-122.81135,Bottle Fire,2017-08-08,United States,us,95451
852,62.0,False,2017,/incidents/2017/7/8/lake-fire/,Stanislaus,50,2018-01-09,37.64898,Off Hwy 132 & Lake Rd,-120.4925,Lake Fire,2017-07-08,United States,us,
853,60.0,False,2017,/incidents/2017/6/18/bolla-fire/,Tehama,52,2018-01-09,40.32063,"Hwy 36 West, off Tedoc Roadd, west of Platina",-122.83208,Bolla Fire,2017-06-18,United States,us,96076
854,59.0,False,2017,/incidents/2017/7/17/fox-fire/,Tulare,54,2018-01-09,36.18815,"off Balch Park Rd & Bear Creek Dr, 4 miles north of Springville ",-118.78928,Fox Fire,2017-07-17,United States,us,
855,59.0,False,2017,/incidents/2017/7/12/quail-fire/,Calaveras,5,2018-01-09,38.18303,Quail Oaks Rd. and Oak Hill Dr. near Valley Springs ,-120.85322,Quail Fire,2017-07-12,United States,us,95252
856,58.0,False,2017,/incidents/2017/10/11/silver-fire/,Fresno,10,2018-01-09,36.7528,"Elwood Road and Silver Lane, northwest of Squaw Valley",-119.2288,Silver Fire,2017-10-11,United States,us,
857,58.0,False,2017,/incidents/2017/9/12/slides-fire/,Lake,17,2018-01-09,39.42604,"Elk Mountain Rd, west of Lake Pillsbury",-123.03343999999998,Slides Fire,2017-09-12,United States,us,
858,58.0,False,2017,/incidents/2017/7/18/hogback-fire/,Tulare,54,2018-01-09,36.644040000000004,"off of Hogback Rd and Whitaker Forest Dr, Badger",-118.99943999999999,Hogback Fire,2017-07-18,United States,us,93603
859,58.0,False,2017,/incidents/2017/7/7/tower-fire/,San Luis Obispo,40,2018-01-09,35.346,"off northbound Hwy 101, near the Cuesta Grade",-120.62825,Tower Fire,2017-07-07,United States,us,93410
860,57.0,False,2017,/incidents/2017/7/28/live-fire/,Tehama,52,2018-01-09,40.1583,"Live Oak Road, Community of Ridgway, west of Red Bluff",-122.3209,Live Fire,2017-07-28,United States,us,
861,57.0,False,2017,/incidents/2017/7/4/freedom-fire/,Fresno,10,2018-01-09,36.81476,"Ashland and Riverbend Ave, Sanger City",-119.51592,Freedom Fire,2017-07-04,United States,us,
862,56.0,False,2017,/incidents/2017/6/18/bogus-fire/,Siskiyou,47,2018-01-09,41.93006,Ager Beswick Rd. and Crest Ln. south of Copco Lake,-122.36545,Bogus Fire,2017-06-18,United States,us,
863,55.0,False,2017,/incidents/2017/9/23/estate-fire/,Solano,48,2018-01-09,38.4446,"Estate Rd & John Wayne Rd, north of Vacaville",-122.0041,Estate Fire,2017-09-23,United States,us,95688
864,55.0,False,2017,/incidents/2017/8/29/owens-fire/,Siskiyou,47,2018-01-09,41.99483,"off of Owens Rd and Hwy 97, northeast of Dorris ",-121.90077,Owens Fire,2017-08-29,United States,us,96023
865,55.0,False,2017,/incidents/2017/6/29/topanga-fire/,Los Angeles,19,2018-01-09,34.03941,Off Topanga Canyon & Pacific Coast Hwy in Malibu,-118.58623999999999,Topanga Fire,2017-06-29,United States,us,90265
866,54.0,False,2017,/incidents/2017/8/28/bradley-fire/,Siskiyou,47,2018-01-09,41.222,West of Dunsmuir,-122.292,Bradley Fire,2017-08-28,United States,us,96025
867,54.0,False,2017,/incidents/2017/8/28/bradley-fire/,Siskiyou,47,2018-01-09,41.222,"Bradley Ridge, City of Dunsmuir ",-122.27498999999999,Bradley Fire,2017-08-28,United States,us,96025
868,54.0,False,2017,/incidents/2017/6/21/quimby-fire/,Santa Clara,43,2018-01-09,37.334540000000004,"Off Quimby Rd, west of Grant Ranch Park, East San Jose",-121.76323000000001,Quimby Fire,2017-06-21,United States,us,95148
869,51.0,False,2017,/incidents/2017/7/26/weller-fire/,Santa Clara,43,2018-01-09,37.44485,"Weller Rd and Calaveras Rd, 3 miles east of Milpitas",-121.84108,Weller Fire,2017-07-26,United States,us,95035
870,50.0,False,2017,/incidents/2017/10/26/tank-fire/,Kern,15,2018-01-09,35.215559999999996,"Hwy 58 and Keene Ranch Rd, community of Keene",-118.56578,Tank Fire,2017-10-26,United States,us,
