Year,Geography,Age,Category,Demographic,Count,Rate
2011,Sacramento,All Ages,Total Population,All Ages,8862,62.3
2011,San Benito,All Ages,Total Population,All Ages,311,55.2
2011,San Bernardino,All Ages,Total Population,All Ages,12284,58.8
2011,San Diego,All Ages,Total Population,All Ages,11303,37.1
2011,San Francisco,All Ages,Total Population,All Ages,3232,44.1
2011,San Joaquin,All Ages,Total Population,All Ages,4306,61.5
2011,San Luis Obispo,All Ages,Total Population,All Ages,842,35.5
2011,San Mateo,All Ages,Total Population,All Ages,2794,39.1
2011,Santa Barbara,All Ages,Total Population,All Ages,1341,32.1
2011,Santa Clara,All Ages,Total Population,All Ages,5719,31.9
2011,Santa Cruz,All Ages,Total Population,All Ages,874,36.0
2011,Shasta,All Ages,Total Population,All Ages,978,59.5
2011,Sierra,All Ages,Total Population,All Ages,23,87.0
2011,Siskiyou,All Ages,Total Population,All Ages,141,34.1
2011,Solano,All Ages,Total Population,All Ages,3275,80.6
2011,Sonoma,All Ages,Total Population,All Ages,2113,45.4
2011,Stanislaus,All Ages,Total Population,All Ages,2835,54.8
2011,Sutter,All Ages,Total Population,All Ages,267,28.0
2011,Tehama,All Ages,Total Population,All Ages,367,61.1
2011,Trinity,All Ages,Total Population,All Ages,57,47.8
2011,Tulare,All Ages,Total Population,All Ages,2346,49.8
2011,Tuolumne,All Ages,Total Population,All Ages,231,48.2
2011,Ventura,All Ages,Total Population,All Ages,2801,34.2
2011,Yolo,All Ages,Total Population,All Ages,710,37.0
2011,Yuba,All Ages,Total Population,All Ages,313,42.6
2011,Alameda,All Ages,Race-Ethnicity,American Indian/Alaskan Native,14,35.8
2011,Butte,All Ages,Race-Ethnicity,American Indian/Alaskan Native,15,45.4
2011,California,All Ages,Race-Ethnicity,American Indian/Alaskan Native,500,31.4
2011,Contra Costa,All Ages,Race-Ethnicity,American Indian/Alaskan Native,22,82.8
2011,Fresno,All Ages,Race-Ethnicity,American Indian/Alaskan Native,18,31.3
2011,Humboldt,All Ages,Race-Ethnicity,American Indian/Alaskan Native,33,48.4
2011,Inyo,All Ages,Race-Ethnicity,American Indian/Alaskan Native,16,82.2
2011,Los Angeles,All Ages,Race-Ethnicity,American Indian/Alaskan Native,59,32.7
2011,Mendocino,All Ages,Race-Ethnicity,American Indian/Alaskan Native,22,67.8
2011,Orange,All Ages,Race-Ethnicity,American Indian/Alaskan Native,13,21.5
2011,Riverside,All Ages,Race-Ethnicity,American Indian/Alaskan Native,26,23.8
2011,Sacramento,All Ages,Race-Ethnicity,American Indian/Alaskan Native,39,50.5
2011,San Bernardino,All Ages,Race-Ethnicity,American Indian/Alaskan Native,32,36.8
2011,San Diego,All Ages,Race-Ethnicity,American Indian/Alaskan Native,26,19.5
2011,San Francisco,All Ages,Race-Ethnicity,American Indian/Alaskan Native,13,120.3
2011,Solano,All Ages,Race-Ethnicity,American Indian/Alaskan Native,15,81.7
2011,Alameda,All Ages,Race-Ethnicity,Asian/Pacific Islander,936,24.1
2011,Butte,All Ages,Race-Ethnicity,Asian/Pacific Islander,20,26.3
2011,California,All Ages,Race-Ethnicity,Asian/Pacific Islander,8495,18.4
2011,Contra Costa,All Ages,Race-Ethnicity,Asian/Pacific Islander,445,30.7
2011,Fresno,All Ages,Race-Ethnicity,Asian/Pacific Islander,190,22.4
2011,Humboldt,All Ages,Race-Ethnicity,Asian/Pacific Islander,19,60.2
2011,Kern,All Ages,Race-Ethnicity,Asian/Pacific Islander,48,15.2
2011,Los Angeles,All Ages,Race-Ethnicity,Asian/Pacific Islander,1953,15.8
2011,Marin,All Ages,Race-Ethnicity,Asian/Pacific Islander,28,22.5
2011,Merced,All Ages,Race-Ethnicity,Asian/Pacific Islander,27,16.0
2011,Monterey,All Ages,Race-Ethnicity,Asian/Pacific Islander,42,18.2
2011,Napa,All Ages,Race-Ethnicity,Asian/Pacific Islander,26,28.6
2011,Orange,All Ages,Race-Ethnicity,Asian/Pacific Islander,633,12.8
2011,Placer,All Ages,Race-Ethnicity,Asian/Pacific Islander,27,11.7
2011,Riverside,All Ages,Race-Ethnicity,Asian/Pacific Islander,146,11.4
2011,Sacramento,All Ages,Race-Ethnicity,Asian/Pacific Islander,522,25.0
2011,San Bernardino,All Ages,Race-Ethnicity,Asian/Pacific Islander,163,14.2
2011,San Diego,All Ages,Race-Ethnicity,Asian/Pacific Islander,581,19.1
2011,San Francisco,All Ages,Race-Ethnicity,Asian/Pacific Islander,563,23.0
2011,San Joaquin,All Ages,Race-Ethnicity,Asian/Pacific Islander,266,28.1
2011,San Mateo,All Ages,Race-Ethnicity,Asian/Pacific Islander,398,22.6
2011,Santa Barbara,All Ages,Race-Ethnicity,Asian/Pacific Islander,16,9.4
2011,Santa Clara,All Ages,Race-Ethnicity,Asian/Pacific Islander,820,14.9
2011,Santa Cruz,All Ages,Race-Ethnicity,Asian/Pacific Islander,12,13.2
2011,Solano,All Ages,Race-Ethnicity,Asian/Pacific Islander,248,41.8
2011,Sonoma,All Ages,Race-Ethnicity,Asian/Pacific Islander,50,28.5
2011,Stanislaus,All Ages,Race-Ethnicity,Asian/Pacific Islander,53,22.3
2011,Sutter,All Ages,Race-Ethnicity,Asian/Pacific Islander,23,17.2
2011,Tulare,All Ages,Race-Ethnicity,Asian/Pacific Islander,37,26.9
2011,Ventura,All Ages,Race-Ethnicity,Asian/Pacific Islander,98,19.3
2011,Yolo,All Ages,Race-Ethnicity,Asian/Pacific Islander,35,18.7
2011,Alameda,All Ages,Race-Ethnicity,African-American,3840,204.5
2011,Butte,All Ages,Race-Ethnicity,African-American,62,187.8
2011,California,All Ages,Race-Ethnicity,African-American,35442,163.7
2011,Contra Costa,All Ages,Race-Ethnicity,African-American,2427,257.0
2011,Del Norte,All Ages,Race-Ethnicity,African-American,19,144.6
2011,El Dorado,All Ages,Race-Ethnicity,African-American,17,138.4
2011,Fresno,All Ages,Race-Ethnicity,African-American,644,133.1
2011,Humboldt,All Ages,Race-Ethnicity,African-American,42,286.2
2011,Imperial,All Ages,Race-Ethnicity,African-American,43,100.9
2011,Kern,All Ages,Race-Ethnicity,African-American,827,170.7
2011,Kings,All Ages,Race-Ethnicity,African-American,162,165.4
2011,Lake,All Ages,Race-Ethnicity,African-American,22,301.4
2011,Los Angeles,All Ages,Race-Ethnicity,African-American,11766,150.9
2011,Madera,All Ages,Race-Ethnicity,African-American,87,204.6
2011,Marin,All Ages,Race-Ethnicity,African-American,85,121.2
2011,Mendocino,All Ages,Race-Ethnicity,African-American,27,452.8
2011,Merced,All Ages,Race-Ethnicity,African-American,305,353.8
2011,Monterey,All Ages,Race-Ethnicity,African-American,118,127.8
2011,Napa,All Ages,Race-Ethnicity,African-American,19,81.0
2011,Nevada,All Ages,Race-Ethnicity,African-American,11,
2011,Orange,All Ages,Race-Ethnicity,African-American,535,113.2
2011,Placer,All Ages,Race-Ethnicity,African-American,33,77.8
2011,Riverside,All Ages,Race-Ethnicity,African-American,1881,136.6
2011,Sacramento,All Ages,Race-Ethnicity,African-American,2723,187.5
2011,San Bernardino,All Ages,Race-Ethnicity,African-American,3078,169.8
2011,San Diego,All Ages,Race-Ethnicity,African-American,1903,129.6
2011,San Francisco,All Ages,Race-Ethnicity,African-American,987,215.3
2011,San Joaquin,All Ages,Race-Ethnicity,African-American,949,185.6
2011,San Luis Obispo,All Ages,Race-Ethnicity,African-American,20,69.2
2011,San Mateo,All Ages,Race-Ethnicity,African-American,170,93.0
2011,Santa Barbara,All Ages,Race-Ethnicity,African-American,61,90.7
2011,Santa Clara,All Ages,Race-Ethnicity,African-American,544,119.8
2011,Santa Cruz,All Ages,Race-Ethnicity,African-American,20,94.4
2011,Shasta,All Ages,Race-Ethnicity,African-American,29,191.3
2011,Solano,All Ages,Race-Ethnicity,African-American,1152,204.6
2011,Sonoma,All Ages,Race-Ethnicity,African-American,136,191.3
2011,Stanislaus,All Ages,Race-Ethnicity,African-American,288,255.2
2011,Sutter,All Ages,Race-Ethnicity,African-American,18,97.7
2011,Tulare,All Ages,Race-Ethnicity,African-American,90,151.3
2011,Ventura,All Ages,Race-Ethnicity,African-American,151,124.8
2011,Yolo,All Ages,Race-Ethnicity,African-American,49,85.1
2011,Yuba,All Ages,Race-Ethnicity,African-American,19,77.3
2011,Alameda,All Ages,Race-Ethnicity,Hispanic,1597,44.6
2011,Butte,All Ages,Race-Ethnicity,Hispanic,117,31.2
2011,Calaveras,All Ages,Race-Ethnicity,Hispanic,11,
2011,California,All Ages,Race-Ethnicity,Hispanic,66710,44.7
2011,Colusa,All Ages,Race-Ethnicity,Hispanic,27,19.3
2011,Contra Costa,All Ages,Race-Ethnicity,Hispanic,1874,69.7
2011,Del Norte,All Ages,Race-Ethnicity,Hispanic,23,41.0
2011,El Dorado,All Ages,Race-Ethnicity,Hispanic,39,16.9
2011,Fresno,All Ages,Race-Ethnicity,Hispanic,3981,76.6
2011,Glenn,All Ages,Race-Ethnicity,Hispanic,49,43.5
2011,Humboldt,All Ages,Race-Ethnicity,Hispanic,30,23.8
2011,Imperial,All Ages,Race-Ethnicity,Hispanic,1117,73.8
2011,Inyo,All Ages,Race-Ethnicity,Hispanic,21,61.1
2011,Kern,All Ages,Race-Ethnicity,Hispanic,1799,40.3
2011,Kings,All Ages,Race-Ethnicity,Hispanic,559,67.7
2011,Lake,All Ages,Race-Ethnicity,Hispanic,46,44.1
2011,Los Angeles,All Ages,Race-Ethnicity,Hispanic,22953,47.3
2011,Madera,All Ages,Race-Ethnicity,Hispanic,718,73.4
2011,Marin,All Ages,Race-Ethnicity,Hispanic,180,47.3
2011,Mendocino,All Ages,Race-Ethnicity,Hispanic,113,59.6
2011,Merced,All Ages,Race-Ethnicity,Hispanic,996,64.9
2011,Modoc,All Ages,Race-Ethnicity,Hispanic,11,
2011,Monterey,All Ages,Race-Ethnicity,Hispanic,1228,45.0
2011,Napa,All Ages,Race-Ethnicity,Hispanic,156,37.8
2011,Nevada,All Ages,Race-Ethnicity,Hispanic,23,24.4
2011,Orange,All Ages,Race-Ethnicity,Hispanic,3281,29.6
2011,Placer,All Ages,Race-Ethnicity,Hispanic,107,20.5
2011,Riverside,All Ages,Race-Ethnicity,Hispanic,3863,35.8
2011,Sacramento,All Ages,Race-Ethnicity,Hispanic,1551,47.4
2011,San Benito,All Ages,Race-Ethnicity,Hispanic,197,55.6
2011,San Bernardino,All Ages,Race-Ethnicity,Hispanic,4462,41.9
2011,San Diego,All Ages,Race-Ethnicity,Hispanic,3960,36.3
2011,San Francisco,All Ages,Race-Ethnicity,Hispanic,409,37.2
2011,San Joaquin,All Ages,Race-Ethnicity,Hispanic,1465,52.1
2011,San Luis Obispo,All Ages,Race-Ethnicity,Hispanic,169,28.3
2011,San Mateo,All Ages,Race-Ethnicity,Hispanic,1117,59.8
2011,Santa Barbara,All Ages,Race-Ethnicity,Hispanic,645,31.1
2011,Santa Clara,All Ages,Race-Ethnicity,Hispanic,2447,49.5
2011,Santa Cruz,All Ages,Race-Ethnicity,Hispanic,429,48.4
2011,Shasta,All Ages,Race-Ethnicity,Hispanic,43,26.4
2011,Solano,All Ages,Race-Ethnicity,Hispanic,576,55.3
2011,Sonoma,All Ages,Race-Ethnicity,Hispanic,557,44.2
2011,Stanislaus,All Ages,Race-Ethnicity,Hispanic,1001,43.0
2011,Sutter,All Ages,Race-Ethnicity,Hispanic,69,23.1
2011,Tehama,All Ages,Race-Ethnicity,Hispanic,40,32.9
2011,Tulare,All Ages,Race-Ethnicity,Hispanic,1097,35.4
2011,Tuolumne,All Ages,Race-Ethnicity,Hispanic,14,24.2
2011,Ventura,All Ages,Race-Ethnicity,Hispanic,1171,32.4
2011,Yolo,All Ages,Race-Ethnicity,Hispanic,247,39.7
2011,Yuba,All Ages,Race-Ethnicity,Hispanic,65,35.4
2011,Alameda,All Ages,Race-Ethnicity,White,2134,43.0
2011,Amador,All Ages,Race-Ethnicity,White,204,86.0
2011,Butte,All Ages,Race-Ethnicity,White,848,58.7
2011,Calaveras,All Ages,Race-Ethnicity,White,204,68.1
2011,California,All Ages,Race-Ethnicity,White,57985,41.9
2011,Colusa,All Ages,Race-Ethnicity,White,34,51.7
2011,Contra Costa,All Ages,Race-Ethnicity,White,2435,50.3
2011,Del Norte,All Ages,Race-Ethnicity,White,103,68.1
2011,El Dorado,All Ages,Race-Ethnicity,White,459,35.8
2011,Fresno,All Ages,Race-Ethnicity,White,1953,71.2
2011,Glenn,All Ages,Race-Ethnicity,White,71,53.1
2011,Humboldt,All Ages,Race-Ethnicity,White,736,75.5
2011,Imperial,All Ages,Race-Ethnicity,White,206,91.0
2011,Inyo,All Ages,Race-Ethnicity,White,58,61.4
2011,Kern,All Ages,Race-Ethnicity,White,1695,54.7
2011,Kings,All Ages,Race-Ethnicity,White,521,99.4
2011,Lake,All Ages,Race-Ethnicity,White,300,76.9
2011,Lassen,All Ages,Race-Ethnicity,White,88,41.5
2011,Los Angeles,All Ages,Race-Ethnicity,White,8986,36.2
2011,Madera,All Ages,Race-Ethnicity,White,275,58.2
2011,Marin,All Ages,Race-Ethnicity,White,438,24.7
2011,Mariposa,All Ages,Race-Ethnicity,White,58,44.1
2011,Mendocino,All Ages,Race-Ethnicity,White,361,71.5
2011,Merced,All Ages,Race-Ethnicity,White,635,82.4
2011,Modoc,All Ages,Race-Ethnicity,White,37,58.2
2011,Mono,All Ages,Race-Ethnicity,White,11,
2011,Monterey,All Ages,Race-Ethnicity,White,398,34.3
2011,Napa,All Ages,Race-Ethnicity,White,367,50.6
2011,Nevada,All Ages,Race-Ethnicity,White,386,54.3
2011,Orange,All Ages,Race-Ethnicity,White,3888,31.1
2011,Placer,All Ages,Race-Ethnicity,White,851,34.0
2011,Plumas,All Ages,Race-Ethnicity,White,71,57.2
2011,Riverside,All Ages,Race-Ethnicity,White,3393,43.5
2011,Sacramento,All Ages,Race-Ethnicity,White,3245,49.3
2011,San Benito,All Ages,Race-Ethnicity,White,90,59.1
2011,San Bernardino,All Ages,Race-Ethnicity,White,3993,64.0
2011,San Diego,All Ages,Race-Ethnicity,White,3911,28.4
2011,San Francisco,All Ages,Race-Ethnicity,White,1072,37.1
2011,San Joaquin,All Ages,Race-Ethnicity,White,1400,60.0
2011,San Luis Obispo,All Ages,Race-Ethnicity,White,610,39.4
2011,San Mateo,All Ages,Race-Ethnicity,White,880,29.8
2011,Santa Barbara,All Ages,Race-Ethnicity,White,596,34.7
2011,Santa Clara,All Ages,Race-Ethnicity,White,1610,26.3
2011,Santa Cruz,All Ages,Race-Ethnicity,White,381,27.8
2011,Shasta,All Ages,Race-Ethnicity,White,860,67.2
2011,Sierra,All Ages,Race-Ethnicity,White,22,98.0
2011,Siskiyou,All Ages,Race-Ethnicity,White,116,36.7
2011,Solano,All Ages,Race-Ethnicity,White,1111,70.2
2011,Sonoma,All Ages,Race-Ethnicity,White,1305,44.2
2011,Stanislaus,All Ages,Race-Ethnicity,White,1333,58.2
2011,Sutter,All Ages,Race-Ethnicity,White,153,32.7
2011,Tehama,All Ages,Race-Ethnicity,White,297,74.8
2011,Trinity,All Ages,Race-Ethnicity,White,48,51.4
2011,Tulare,All Ages,Race-Ethnicity,White,640,48.0
2011,Tuolumne,All Ages,Race-Ethnicity,White,207,56.0
2011,Ventura,All Ages,Race-Ethnicity,White,1314,35.8
2011,Yolo,All Ages,Race-Ethnicity,White,332,35.1
2011,Yuba,All Ages,Race-Ethnicity,White,213,50.6
2011,Alameda,All Ages,Sex,Female,5172,66.0
2011,Amador,All Ages,Sex,Female,122,81.7
2011,Butte,All Ages,Sex,Female,646,62.0
2011,Calaveras,All Ages,Sex,Female,118,61.8
2011,California,All Ages,Sex,Female,95192,50.7
2011,Colusa,All Ages,Sex,Female,27,27.5
2011,Contra Costa,All Ages,Sex,Female,4322,79.6
2011,Del Norte,All Ages,Sex,Female,105,88.2
2011,El Dorado,All Ages,Sex,Female,335,40.1
2011,Fresno,All Ages,Sex,Female,3589,75.7
2011,Glenn,All Ages,Sex,Female,65,47.5
2011,Humboldt,All Ages,Sex,Female,503,77.4
2011,Imperial,All Ages,Sex,Female,667,76.2
2011,Inyo,All Ages,Sex,Female,54,66.5
2011,Kern,All Ages,Sex,Female,2454,59.3
2011,Kings,All Ages,Sex,Female,654,97.8
2011,Lake,All Ages,Sex,Female,241,84.5
2011,Lassen,All Ages,Sex,Female,59,50.9
2011,Los Angeles,All Ages,Sex,Female,25055,50.7
2011,Madera,All Ages,Sex,Female,580,73.6
2011,Marin,All Ages,Sex,Female,392,30.8
2011,Mariposa,All Ages,Sex,Female,39,43.2
2011,Mendocino,All Ages,Sex,Female,322,79.7
2011,Merced,All Ages,Sex,Female,1036,80.9
2011,Modoc,All Ages,Sex,Female,22,52.3
2011,Mono,All Ages,Sex,Female,14,21.2
2011,Monterey,All Ages,Sex,Female,940,45.6
2011,Napa,All Ages,Sex,Female,341,49.6
2011,Nevada,All Ages,Sex,Female,231,50.9
2011,Orange,All Ages,Sex,Female,4762,31.0
2011,Placer,All Ages,Sex,Female,611,33.8
2011,Plumas,All Ages,Sex,Female,59,71.9
2011,Riverside,All Ages,Sex,Female,5153,46.4
2011,Sacramento,All Ages,Sex,Female,4790,66.1
2011,San Benito,All Ages,Sex,Female,166,59.0
2011,San Bernardino,All Ages,Sex,Female,6464,62.7
2011,San Diego,All Ages,Sex,Female,5976,38.7
2011,San Francisco,All Ages,Sex,Female,1704,45.3
2011,San Joaquin,All Ages,Sex,Female,2204,64.2
2011,San Luis Obispo,All Ages,Sex,Female,473,40.1
2011,San Mateo,All Ages,Sex,Female,1514,40.7
2011,Santa Barbara,All Ages,Sex,Female,717,34.3
2011,Santa Clara,All Ages,Sex,Female,3078,34.0
2011,Santa Cruz,All Ages,Sex,Female,449,36.7
2011,Shasta,All Ages,Sex,Female,508,60.6
2011,Sierra,All Ages,Sex,Female,17,136.1
2011,Siskiyou,All Ages,Sex,Female,78,35.8
2011,Solano,All Ages,Sex,Female,1850,90.5
2011,Sonoma,All Ages,Sex,Female,1167,48.6
2011,Stanislaus,All Ages,Sex,Female,1480,57.5
2011,Sutter,All Ages,Sex,Female,147,30.5
2011,Tehama,All Ages,Sex,Female,222,74.0
2011,Trinity,All Ages,Sex,Female,36,58.7
2011,Tulare,All Ages,Sex,Female,1217,54.2
2011,Tuolumne,All Ages,Sex,Female,143,63.3
2011,Ventura,All Ages,Sex,Female,1517,36.4
2011,Yolo,All Ages,Sex,Female,365,37.2
2011,Yuba,All Ages,Sex,Female,160,44.5
2011,Alameda,All Ages,Sex,Male,4163,56.4
2011,Amador,All Ages,Sex,Male,93,58.4
2011,Butte,All Ages,Sex,Male,456,45.0
2011,Calaveras,All Ages,Sex,Male,105,55.3
2011,California,All Ages,Sex,Male,83344,45.1
2011,Colusa,All Ages,Sex,Male,39,32.0
2011,Contra Costa,All Ages,Sex,Male,3419,67.4
2011,Del Norte,All Ages,Sex,Male,52,37.1
2011,El Dorado,All Ages,Sex,Male,214,25.9
2011,Fresno,All Ages,Sex,Male,3465,67.7
2011,Glenn,All Ages,Sex,Male,58,39.2
2011,Humboldt,All Ages,Sex,Male,377,56.7
2011,Imperial,All Ages,Sex,Male,731,76.2
2011,Inyo,All Ages,Sex,Male,43,52.1
2011,Kern,All Ages,Sex,Male,2173,46.2
2011,Kings,All Ages,Sex,Male,649,76.4
2011,Lake,All Ages,Sex,Male,147,50.7
2011,Lassen,All Ages,Sex,Male,46,27.0
2011,Los Angeles,All Ages,Sex,Male,22575,47.8
2011,Madera,All Ages,Sex,Male,517,64.7
2011,Marin,All Ages,Sex,Male,370,31.4
2011,Mariposa,All Ages,Sex,Male,30,42.9
2011,Mendocino,All Ages,Sex,Male,221,52.9
2011,Merced,All Ages,Sex,Male,987,69.7
2011,Modoc,All Ages,Sex,Male,26,64.6
2011,Monterey,All Ages,Sex,Male,980,43.8
2011,Napa,All Ages,Sex,Male,238,35.7
2011,Nevada,All Ages,Sex,Male,205,49.3
2011,Orange,All Ages,Sex,Male,4040,27.7
2011,Placer,All Ages,Sex,Male,447,26.9
2011,Plumas,All Ages,Sex,Male,30,37.2
2011,Riverside,All Ages,Sex,Male,4519,39.5
2011,Sacramento,All Ages,Sex,Male,4072,57.7
2011,San Benito,All Ages,Sex,Male,145,50.6
2011,San Bernardino,All Ages,Sex,Male,5820,54.0
2011,San Diego,All Ages,Sex,Male,5327,35.2
2011,San Francisco,All Ages,Sex,Male,1528,43.7
2011,San Joaquin,All Ages,Sex,Male,2102,58.2
2011,San Luis Obispo,All Ages,Sex,Male,369,31.6
2011,San Mateo,All Ages,Sex,Male,1280,37.0
2011,Santa Barbara,All Ages,Sex,Male,624,29.8
2011,Santa Clara,All Ages,Sex,Male,2641,29.6
2011,Santa Cruz,All Ages,Sex,Male,425,35.0
2011,Shasta,All Ages,Sex,Male,470,58.0
2011,Siskiyou,All Ages,Sex,Male,63,32.3
2011,Solano,All Ages,Sex,Male,1425,70.5
2011,Sonoma,All Ages,Sex,Male,946,41.8
2011,Stanislaus,All Ages,Sex,Male,1355,51.7
2011,Sutter,All Ages,Sex,Male,120,25.0
2011,Tehama,All Ages,Sex,Male,145,48.2
2011,Trinity,All Ages,Sex,Male,21,36.9
2011,Tulare,All Ages,Sex,Male,1129,45.0
2011,Tuolumne,All Ages,Sex,Male,88,35.6
2011,Ventura,All Ages,Sex,Male,1284,31.5
2011,Yolo,All Ages,Sex,Male,345,36.6
2011,Yuba,All Ages,Sex,Male,153,40.2
2011,Alameda,Under 18,Total Population,Under 18,2629,75.9
2011,Amador,Under 18,Total Population,Under 18,53,91.7
2011,Butte,Under 18,Total Population,Under 18,295,63.8
2011,Calaveras,Under 18,Total Population,Under 18,67,84.1
2011,California,Under 18,Total Population,Under 18,69617,75.8
2011,Colusa,Under 18,Total Population,Under 18,32,49.4
2011,Contra Costa,Under 18,Total Population,Under 18,2379,93.2
2011,Del Norte,Under 18,Total Population,Under 18,55,90.0
2011,El Dorado,Under 18,Total Population,Under 18,160,40.4
2011,Fresno,Under 18,Total Population,Under 18,3553,126.1
2011,Glenn,Under 18,Total Population,Under 18,42,53.1
2011,Humboldt,Under 18,Total Population,Under 18,177,65.0
2011,Imperial,Under 18,Total Population,Under 18,725,143.4
2011,Inyo,Under 18,Total Population,Under 18,31,79.9
2011,Kern,Under 18,Total Population,Under 18,2091,82.1
2011,Kings,Under 18,Total Population,Under 18,595,138.3
2011,Lake,Under 18,Total Population,Under 18,123,91.8
2011,Lassen,Under 18,Total Population,Under 18,29,49.8
2011,Los Angeles,Under 18,Total Population,Under 18,20328,87.2
2011,Madera,Under 18,Total Population,Under 18,613,142.2
2011,Marin,Under 18,Total Population,Under 18,227,43.2
2011,Mariposa,Under 18,Total Population,Under 18,25,85.3
2011,Mendocino,Under 18,Total Population,Under 18,141,73.6
2011,Merced,Under 18,Total Population,Under 18,891,110.7
2011,Monterey,Under 18,Total Population,Under 18,955,84.1
2011,Napa,Under 18,Total Population,Under 18,145,47.1
2011,Nevada,Under 18,Total Population,Under 18,118,66.3
2011,Orange,Under 18,Total Population,Under 18,3585,50.0
2011,Placer,Under 18,Total Population,Under 18,313,37.1
2011,Plumas,Under 18,Total Population,Under 18,30,89.9
2011,Riverside,Under 18,Total Population,Under 18,4013,66.0
2011,Sacramento,Under 18,Total Population,Under 18,2895,79.8
2011,San Benito,Under 18,Total Population,Under 18,156,100.3
2011,San Bernardino,Under 18,Total Population,Under 18,5198,89.6
2011,San Diego,Under 18,Total Population,Under 18,4755,65.2
2011,San Francisco,Under 18,Total Population,Under 18,777,66.8
2011,San Joaquin,Under 18,Total Population,Under 18,1579,79.5
2011,San Luis Obispo,Under 18,Total Population,Under 18,267,53.3
2011,San Mateo,Under 18,Total Population,Under 18,871,53.1
2011,Santa Barbara,Under 18,Total Population,Under 18,547,55.7
2011,Santa Clara,Under 18,Total Population,Under 18,1895,43.1
2011,Santa Cruz,Under 18,Total Population,Under 18,367,66.1
2011,Shasta,Under 18,Total Population,Under 18,284,73.2
2011,Siskiyou,Under 18,Total Population,Under 18,42,46.8
2011,Solano,Under 18,Total Population,Under 18,1056,107.4
2011,Sonoma,Under 18,Total Population,Under 18,633,60.5
2011,Stanislaus,Under 18,Total Population,Under 18,1028,70.9
2011,Sutter,Under 18,Total Population,Under 18,77,30.2
2011,Tehama,Under 18,Total Population,Under 18,81,51.0
2011,Trinity,Under 18,Total Population,Under 18,18,75.8
2011,Tulare,Under 18,Total Population,Under 18,1076,74.1
2011,Tuolumne,Under 18,Total Population,Under 18,73,78.6
2011,Ventura,Under 18,Total Population,Under 18,1164,56.5
2011,Yolo,Under 18,Total Population,Under 18,227,49.9
2011,Yuba,Under 18,Total Population,Under 18,111,52.8
2011,Alameda,Under 18,Race-Ethnicity,African-American,780,195.1
2011,Butte,Under 18,Race-Ethnicity,African-American,20,285.0
2011,California,Under 18,Race-Ethnicity,African-American,12244,244.3
2011,Contra Costa,Under 18,Race-Ethnicity,African-American,667,285.4
2011,Fresno,Under 18,Race-Ethnicity,African-American,322,238.5
2011,Kern,Under 18,Race-Ethnicity,African-American,377,292.4
2011,Kings,Under 18,Race-Ethnicity,African-American,64,376.3
2011,Lake,Under 18,Race-Ethnicity,African-American,15,932.6
2011,Los Angeles,Under 18,Race-Ethnicity,African-American,4470,256.1
2011,Madera,Under 18,Race-Ethnicity,African-American,31,456.1
2011,Marin,Under 18,Race-Ethnicity,African-American,21,190.8
2011,Merced,Under 18,Race-Ethnicity,African-American,91,417.4
2011,Monterey,Under 18,Race-Ethnicity,African-American,40,257.1
2011,Orange,Under 18,Race-Ethnicity,African-American,188,191.6
2011,Placer,Under 18,Race-Ethnicity,African-American,14,142.4
2011,Riverside,Under 18,Race-Ethnicity,African-American,776,223.8
2011,Sacramento,Under 18,Race-Ethnicity,African-American,920,241.0
2011,San Bernardino,Under 18,Race-Ethnicity,African-American,1359,283.5
2011,San Diego,Under 18,Race-Ethnicity,African-American,654,188.3
2011,San Francisco,Under 18,Race-Ethnicity,African-American,154,209.1
2011,San Joaquin,Under 18,Race-Ethnicity,African-American,347,244.0
2011,San Luis Obispo,Under 18,Race-Ethnicity,African-American,12,226.5
2011,San Mateo,Under 18,Race-Ethnicity,African-American,48,144.0
2011,Santa Barbara,Under 18,Race-Ethnicity,African-American,20,168.2
2011,Santa Clara,Under 18,Race-Ethnicity,African-American,140,153.7
2011,Shasta,Under 18,Race-Ethnicity,African-American,15,342.6
2011,Solano,Under 18,Race-Ethnicity,African-American,416,330.0
2011,Sonoma,Under 18,Race-Ethnicity,African-American,44,281.2
2011,Stanislaus,Under 18,Race-Ethnicity,African-American,88,277.3
2011,Tulare,Under 18,Race-Ethnicity,African-American,42,277.7
2011,Ventura,Under 18,Race-Ethnicity,African-American,48,193.3
2011,California,Under 18,Race-Ethnicity,American Indian/Alaskan Native,159,44.0
2011,Los Angeles,Under 18,Race-Ethnicity,American Indian/Alaskan Native,20,56.8
2011,Riverside,Under 18,Race-Ethnicity,American Indian/Alaskan Native,11,
2011,Alameda,Under 18,Race-Ethnicity,Asian/Pacific Islander,312,35.0
2011,California,Under 18,Race-Ethnicity,Asian/Pacific Islander,2970,30.1
2011,Contra Costa,Under 18,Race-Ethnicity,Asian/Pacific Islander,154,46.2
2011,Fresno,Under 18,Race-Ethnicity,Asian/Pacific Islander,104,40.8
2011,Kern,Under 18,Race-Ethnicity,Asian/Pacific Islander,13,17.2
2011,Los Angeles,Under 18,Race-Ethnicity,Asian/Pacific Islander,604,27.3
2011,Marin,Under 18,Race-Ethnicity,Asian/Pacific Islander,11,
2011,Monterey,Under 18,Race-Ethnicity,Asian/Pacific Islander,15,36.8
2011,Orange,Under 18,Race-Ethnicity,Asian/Pacific Islander,273,24.5
